Year,NMFS Name,Pounds,Metric Tons,Dollars,Deflated Dollars,Confidentiality,Collection
1996,"ROCKFISH, GREENSTRIPED",179.00,0.00,89.00,160.00,Public,Commercial
1996,"ROCKFISH, PACIFIC OCEAN PERCH",43486434.00,19725.00,2757466.00,4950567.00,Public,Commercial
1996,"ROCKFISH, REDBANDED",77038.00,35.00,23243.00,41729.00,Public,Commercial
1996,"ROCKFISH, REDSTRIPE",6081.00,3.00,1732.00,3110.00,Public,Commercial
1996,"ROCKFISH, SILVERGRAY",27108.00,12.00,6982.00,12535.00,Public,Commercial
1996,"ROCKFISH, VERMILION",2500.00,1.00,775.00,1391.00,Public,Commercial
1996,"ROCKFISH, WIDOW",484.00,0.00,140.00,251.00,Public,Commercial
1996,"ROCKFISH, YELLOWEYE",1098356.00,498.00,981660.00,1762406.00,Public,Commercial
1996,"ROCKFISH, YELLOWTAIL",5997.00,3.00,1741.00,3126.00,Public,Commercial
1996,ROCKFISHES,,,,,Public,Recreational
1996,ROCKFISHES **,23082079.00,10470.00,4661397.00,8368756.00,Public,Commercial
1996,SABLEFISH,41778901.00,18951.00,80515236.00,144551591.00,Public,Commercial
1996,"SALMON, CHINOOK",8994120.00,4080.00,12470229.00,22388203.00,Public,Commercial
1996,"SALMON, CHINOOK",,,,,Public,Recreational
1996,"SALMON, CHUM",138339453.00,62750.00,21878818.00,39279745.00,Public,Commercial
1996,"SALMON, CHUM",,,,,Public,Recreational
1996,"SALMON, COHO",44228405.00,20062.00,22600023.00,40574548.00,Public,Commercial
1996,"SALMON, COHO",,,,,Public,Recreational
1996,"SALMON, PACIFIC **",120263.00,55.00,179543.00,322339.00,Public,Commercial
1996,"SALMON, PINK",278084162.00,126138.00,25597210.00,45955494.00,Public,Commercial
1996,"SALMON, PINK",,,,,Public,Recreational
1996,"SALMON, SOCKEYE",313156177.00,142047.00,283177562.00,508397777.00,Public,Commercial
1996,"SALMON, SOCKEYE",,,,,Public,Recreational
1996,"SCALLOP, WEATHERVANE",728424.00,330.00,4670516.00,8385127.00,Public,Commercial
1996,"SHARK, DOGFISH, SPINY",10406.00,5.00,3220.00,5781.00,Public,Commercial
1996,"SHARKS, SMALL COASTAL",,,,,Public,Recreational
1996,"SHRIMPS, PENAEID **",4087633.00,1854.00,4548118.00,8165382.00,Public,Commercial
1996,SMELTS,,,,,Public,Recreational
1996,"SOLE, DOVER",2666177.00,1209.00,385900.00,692819.00,Public,Commercial
1996,"SOLE, ENGLISH",43369.00,20.00,7378.00,13246.00,Public,Commercial
1996,"SOLE, FLATHEAD",30413143.00,13795.00,3764417.00,6758379.00,Public,Commercial
1996,"SOLE, PETRALE",1026.00,0.00,344.00,618.00,Public,Commercial
1996,"SOLE, REX",12656210.00,5741.00,2926339.00,5253750.00,Public,Commercial
1996,"SOLE, ROCK",67231077.00,30496.00,44993664.00,80778571.00,Public,Commercial
1996,"SOLE, SAND",9902.00,4.00,2921.00,5244.00,Public,Commercial
1996,"SOLE, YELLOWFIN",226222777.00,102614.00,25536769.00,45846982.00,Public,Commercial
1996,"SQUIDS, LOLIGINIDAE **",1283989.00,582.00,45003.00,80795.00,Public,Commercial
1996,"TROUT, RAINBOW",,,,,Public,Recreational
1996,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",39986.00,18.00,44126.00,79221.00,Public,Commercial
1996,"VERTEBRATES, JAWED",12221314.00,5544.00,1331663.00,2390777.00,Public,Commercial
1997,"CLAM, PACIFIC GEODUCK",10434.00,5.00,41746.00,73626.00,Public,Commercial
1997,CLAMS **,398057.00,181.00,225636.00,397947.00,Public,Commercial
1997,"COD, PACIFIC",696452648.00,315909.00,147039622.00,259329139.00,Public,Commercial
1997,"COD, PACIFIC",,,,,Public,Recreational
1997,"CONCHS, TRUE **",855173.00,388.00,308717.00,544474.00,Public,Commercial
1997,"CRAB, DUNGENESS",4929183.00,2236.00,10998212.00,19397199.00,Public,Commercial
1997,"CRAB, KING **",20665121.00,9374.00,57672941.00,101715945.00,Public,Commercial
1997,"CRAB, SNOW",117179683.00,53152.00,92337590.00,162852892.00,Public,Commercial
1997,"CRAB, SOUTHERN TANNER",1812413.00,822.00,3594961.00,6340319.00,Public,Commercial
1997,"CRABS, DECAPODA (ORDER) **",650240.00,295.00,2078167.00,3665198.00,Public,Commercial
1997,CRUSTACEANS **,1025122.00,465.00,1641286.00,2894684.00,Public,Commercial
1997,FLATFISHES **,20350601.00,9231.00,1962436.00,3461087.00,Public,Commercial
1997,"FLOUNDER, ARROWTOOTH",9360009.00,4246.00,343010.00,604956.00,Public,Commercial
1997,"FLOUNDERS, RIGHTEYE **",3851539.00,1747.00,157160.00,277178.00,Public,Commercial
1997,GRENADIERS **,131360.00,60.00,3027.00,5339.00,Public,Commercial
1997,"HALIBUT, GREENLAND",12454266.00,5649.00,5161233.00,9102704.00,Public,Commercial
1997,"HALIBUT, PACIFIC",68065603.00,30874.00,110409667.00,194726044.00,Public,Commercial
1997,"HALIBUT, PACIFIC",,,,,Public,Recreational
1997,"HERRING, PACIFIC",115905583.00,52574.00,18162192.00,32032085.00,Public,Commercial
1997,LINGCOD,1466291.00,665.00,890103.00,1569847.00,Public,Commercial
1997,LINGCOD,,,,,Public,Recreational
1997,"MACKEREL, ATKA",130435632.00,59165.00,6957008.00,12269855.00,Public,Commercial
1997,OCTOPUSES **,407163.00,185.00,226455.00,399392.00,Public,Commercial
1997,"POLLOCK, WALLEYE ",2556581720.00,1159658.00,247687404.00,436838455.00,Public,Commercial
1997,"ROCKFISH, BLACK",840302.00,381.00,343520.00,605855.00,Public,Commercial
1997,"ROCKFISH, PACIFIC OCEAN PERCH",43808753.00,19872.00,3127971.00,5516704.00,Public,Commercial
1997,"ROCKFISH, REDBANDED",95970.00,44.00,30209.00,53279.00,Public,Commercial
1997,"ROCKFISH, STARRY",984245.00,446.00,90704.00,159972.00,Public,Commercial
1997,"ROCKFISH, YELLOWEYE",920420.00,417.00,949158.00,1674000.00,Public,Commercial
1997,ROCKFISHES,,,,,Public,Recreational
1997,ROCKFISHES **,18531801.00,8406.00,4600952.00,8114554.00,Public,Commercial
1997,SABLEFISH,38155002.00,17307.00,131581391.00,232065945.00,Public,Commercial
1997,"SALMON, CHINOOK",11230192.00,5094.00,18038032.00,31813108.00,Public,Commercial
1997,"SALMON, CHINOOK",,,,,Public,Recreational
1997,"SALMON, CHUM",99979134.00,45350.00,24640478.00,43457633.00,Public,Commercial
1997,"SALMON, CHUM",,,,,Public,Recreational
1997,"SALMON, COHO",22240188.00,10088.00,17933829.00,31629328.00,Public,Commercial
1997,"SALMON, COHO",,,,,Public,Recreational
1997,"SALMON, PACIFIC **",57190.00,26.00,46905.00,82725.00,Public,Commercial
1997,"SALMON, PINK",212445691.00,96365.00,31883434.00,56231806.00,Public,Commercial
1997,"SALMON, PINK",,,,,Public,Recreational
1997,"SALMON, SOCKEYE",184327882.00,83611.00,184205858.00,324878056.00,Public,Commercial
1997,"SALMON, SOCKEYE",,,,,Public,Recreational
1997,"SCALLOP, WEATHERVANE",802383.00,364.00,4329672.00,7636106.00,Public,Commercial
1997,SCULPINS **,1081202.00,490.00,16586.00,29252.00,Public,Commercial
1997,"SHARKS, CHONDRICHTHYES (CLASS) **",28245.00,13.00,838.00,1478.00,Public,Commercial
1997,"SHARKS, SMALL COASTAL",,,,,Public,Recreational
1997,"SHRIMPS, PENAEID **",4002468.00,1816.00,3712901.00,6548326.00,Public,Commercial
1997,"SKATES, RAJIDAE (FAMILY) **",3647933.00,1655.00,330056.00,582109.00,Public,Commercial
1997,SMELTS,,,,,Public,Recreational
1997,SMELTS **,153513.00,70.00,4264.00,7520.00,Public,Commercial
1997,"SOLE, DOVER",4836226.00,2194.00,654099.00,1153614.00,Public,Commercial
1997,"SOLE, FLATHEAD",34274208.00,15547.00,3587393.00,6326972.00,Public,Commercial
1997,"SOLE, REX",6976763.00,3165.00,1474675.00,2600838.00,Public,Commercial
1997,"SOLE, ROCK",78626711.00,35665.00,12027425.00,21212390.00,Public,Commercial
1997,"SOLE, YELLOWFIN",330549292.00,149936.00,25814248.00,45527774.00,Public,Commercial
1997,"SQUIDS, LOLIGINIDAE **",1707299.00,774.00,60742.00,107129.00,Public,Commercial
1997,"TROUT, RAINBOW",,,,,Public,Recreational
1997,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",6458395.00,2930.00,2556773.00,4509300.00,Public,Commercial
1997,"VERTEBRATES, JAWED",6637729.00,3011.00,2084781.00,3676862.00,Public,Commercial
1998,"CLAM, PACIFIC GEODUCK",277508.00,126.00,964006.00,1682384.00,Public,Commercial
1998,CLAMS **,395342.00,179.00,219732.00,383476.00,Public,Commercial
1998,"COD, PACIFIC",588271827.00,266838.00,111816350.00,195141972.00,Public,Commercial
1998,"COD, PACIFIC",,,,,Public,Recreational
1998,"CONCHS, TRUE **",64.00,0.00,1.00,2.00,Public,Commercial
1998,"CRAB, DUNGENESS",2995397.00,1359.00,4451806.00,7769295.00,Public,Commercial
1998,"CRAB, KING **",23722639.00,10761.00,56212077.00,98101356.00,Public,Commercial
1998,"CRAB, SNOW",240433650.00,109060.00,135847412.00,237080998.00,Public,Commercial
1998,"CRAB, SOUTHERN TANNER",2684986.00,1218.00,5393753.00,9413182.00,Public,Commercial
1998,"CRABS, DECAPODA (ORDER) **",290356.00,132.00,810939.00,1415251.00,Public,Commercial
1998,CRUSTACEANS **,1198610.00,544.00,1898155.00,3312661.00,Public,Commercial
1998,FLATFISHES **,10340602.00,4690.00,888581.00,1550753.00,Public,Commercial
1998,"FLOUNDER, ARROWTOOTH",4786400.00,2171.00,134730.00,235131.00,Public,Commercial
1998,"FLOUNDERS, RIGHTEYE **",10569499.00,4794.00,241054.00,420688.00,Public,Commercial
1998,GRENADIERS **,490392.00,222.00,24432.00,42639.00,Public,Commercial
1998,"HALIBUT, GREENLAND",18120462.00,8219.00,6150176.00,10733291.00,Public,Commercial
1998,"HALIBUT, PACIFIC",71043545.00,32225.00,68432213.00,119427946.00,Public,Commercial
1998,"HALIBUT, PACIFIC",,,,,Public,Recreational
1998,"HERRING, PACIFIC",87022853.00,39473.00,14032985.00,24490375.00,Public,Commercial
1998,LINGCOD,1305453.00,592.00,815910.00,1423927.00,Public,Commercial
1998,LINGCOD,,,,,Public,Recreational
1998,"MACKEREL, ATKA",112870724.00,51198.00,7368722.00,12859899.00,Public,Commercial
1998,OCTOPUSES **,350773.00,159.00,184054.00,321211.00,Public,Commercial
1998,"POLLOCK, WALLEYE ",2752656486.00,1248597.00,175663612.00,306568258.00,Public,Commercial
1998,"ROCKFISH, BLACK",530779.00,241.00,183001.00,319373.00,Public,Commercial
1998,"ROCKFISH, PACIFIC OCEAN PERCH",38112125.00,17288.00,2616020.00,4565480.00,Public,Commercial
1998,"ROCKFISH, REDBANDED",91854.00,42.00,27718.00,48373.00,Public,Commercial
1998,"ROCKFISH, STARRY",416935.00,189.00,38459.00,67119.00,Public,Commercial
1998,"ROCKFISH, YELLOWEYE",971068.00,440.00,977985.00,1706780.00,Public,Commercial
1998,ROCKFISHES,,,,,Public,Recreational
1998,ROCKFISHES **,21437914.00,9724.00,5114837.00,8926417.00,Public,Commercial
1998,SABLEFISH,36480000.00,16547.00,85560971.00,149321066.00,Public,Commercial
1998,"SALMON, CHINOOK",9797783.00,4444.00,12607438.00,22002510.00,Public,Commercial
1998,"SALMON, CHINOOK",,,,,Public,Recreational
1998,"SALMON, CHUM",123767205.00,56140.00,22824570.00,39833455.00,Public,Commercial
1998,"SALMON, CHUM",,,,,Public,Recreational
1998,"SALMON, COHO",34417036.00,15611.00,19922334.00,34768471.00,Public,Commercial
1998,"SALMON, COHO",,,,,Public,Recreational
1998,"SALMON, PACIFIC **",31743.00,14.00,17161.00,29949.00,Public,Commercial
1998,"SALMON, PINK",332581366.00,150858.00,53169302.00,92791103.00,Public,Commercial
1998,"SALMON, PINK",,,,,Public,Recreational
1998,"SALMON, SOCKEYE",125501615.00,56927.00,154149904.00,269022520.00,Public,Commercial
1998,"SALMON, SOCKEYE",,,,,Public,Recreational
1998,"SCALLOP, WEATHERVANE",834638.00,379.00,3956042.00,6904087.00,Public,Commercial
1998,SCULPINS **,129608.00,59.00,2052.00,3581.00,Public,Commercial
1998,"SHARKS, CHONDRICHTHYES (CLASS) **",38660.00,18.00,849.00,1482.00,Public,Commercial
1998,"SHARKS, SMALL COASTAL",,,,,Public,Recreational
1998,"SHRIMPS, PENAEID **",3109294.00,1410.00,3013689.00,5259492.00,Public,Commercial
1998,"SKATES, RAJIDAE (FAMILY) **",1114097.00,505.00,90599.00,158113.00,Public,Commercial
1998,"SMELT, EULACHON",1.00,0.00,3.00,5.00,Public,Commercial
1998,SMELTS,,,,,Public,Recreational
1998,SMELTS **,177310.00,80.00,58449.00,102005.00,Public,Commercial
1998,"SOLE, DOVER",4468300.00,2027.00,589624.00,1029012.00,Public,Commercial
1998,"SOLE, FLATHEAD",43159596.00,19577.00,3482378.00,6077449.00,Public,Commercial
1998,"SOLE, REX",5906067.00,2679.00,1103112.00,1925152.00,Public,Commercial
1998,"SOLE, ROCK",34354239.00,15583.00,4031257.00,7035353.00,Public,Commercial
1998,"SOLE, YELLOWFIN",178238532.00,80848.00,6892037.00,12027988.00,Public,Commercial
1998,"SQUIDS, LOLIGINIDAE **",1611125.00,731.00,73543.00,128347.00,Public,Commercial
1998,"TROUT, RAINBOW",,,,,Public,Recreational
1998,"TUNA, ALBACORE",76.00,0.00,30.00,52.00,Public,Commercial
1998,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",3124591.00,1417.00,1265573.00,2208679.00,Public,Commercial
1998,"VERTEBRATES, JAWED",4996038.00,2266.00,1306801.00,2280630.00,Public,Commercial
1999,"CLAM, PACIFIC GEODUCK",195767.00,89.00,322037.00,553328.00,Public,Commercial
1999,"CLAM, PACIFIC LITTLENECK",14306.00,6.00,124054.00,213151.00,Public,Commercial
1999,CLAMS **,372714.00,169.00,210269.00,361287.00,Public,Commercial
1999,"COD, PACIFIC",523280870.00,237359.00,82925077.00,142482950.00,Public,Commercial
1999,"COD, PACIFIC",,,,,Public,Recreational
1999,"CRAB, DUNGENESS",3932082.00,1784.00,6556229.00,11264998.00,Public,Commercial
1999,"CRAB, KING **",16919447.00,7675.00,88073619.00,151329242.00,Public,Commercial
1999,"CRAB, SNOW",182997046.00,83007.00,161037400.00,276696564.00,Public,Commercial
1999,"CRAB, SOUTHERN TANNER",2165478.00,982.00,4745691.00,8154108.00,Public,Commercial
1999,"CRABS, DECAPODA (ORDER) **",216979.00,98.00,694333.00,1193012.00,Public,Commercial
1999,CRUSTACEANS **,1897317.00,861.00,3163306.00,5435234.00,Public,Commercial
1999,FLATFISHES **,28132852.00,12761.00,2507158.00,4307832.00,Public,Commercial
1999,"FLOUNDER, ARROWTOOTH",15359831.00,6967.00,341693.00,587101.00,Public,Commercial
1999,"HALIBUT, GREENLAND",30422.00,14.00,12473.00,21431.00,Public,Commercial
1999,"HALIBUT, PACIFIC",75851119.00,34406.00,116913496.00,200882296.00,Public,Commercial
1999,"HALIBUT, PACIFIC",,,,,Public,Recreational
1999,"HERRING, PACIFIC",85720518.00,38883.00,14173189.00,24352559.00,Public,Commercial
1999,LINGCOD,568046.00,258.00,347798.00,597591.00,Public,Commercial
1999,LINGCOD,,,,,Public,Recreational
1999,"MACKEREL, ATKA",113395523.00,51436.00,5669776.00,9741883.00,Public,Commercial
1999,"MUSSEL, SEA",810.00,0.00,9155.00,15730.00,Public,Commercial
1999,"OYSTER, PACIFIC",62117.00,28.00,347312.00,596756.00,Public,Commercial
1999,"POLLOCK, WALLEYE ",2325888395.00,1055016.00,162812188.00,279746027.00,Public,Commercial
1999,"ROCKFISH, BOCACCIO",2161.00,1.00,540.00,928.00,Public,Commercial
1999,"ROCKFISH, CANARY",21380.00,10.00,6414.00,11021.00,Public,Commercial
1999,"ROCKFISH, PACIFIC OCEAN PERCH",44740149.00,20294.00,3380076.00,5807691.00,Public,Commercial
1999,"ROCKFISH, WIDOW",569.00,0.00,148.00,254.00,Public,Commercial
1999,"ROCKFISH, YELLOWTAIL",11775.00,5.00,2944.00,5058.00,Public,Commercial
1999,ROCKFISHES,,,,,Public,Recreational
1999,ROCKFISHES **,29655252.00,13452.00,12904985.00,22173514.00,Public,Commercial
1999,SABLEFISH,33316255.00,15112.00,79429841.00,136477390.00,Public,Commercial
1999,"SALMON, CHINOOK",7127867.00,3233.00,14268301.00,24515981.00,Public,Commercial
1999,"SALMON, CHINOOK",,,,,Public,Recreational
1999,"SALMON, CHUM",141390874.00,64134.00,24852339.00,42701613.00,Public,Commercial
1999,"SALMON, CHUM",,,,,Public,Recreational
1999,"SALMON, COHO",27038104.00,12264.00,21011226.00,36101763.00,Public,Commercial
1999,"SALMON, COHO",,,,,Public,Recreational
1999,"SALMON, PACIFIC **",31878.00,14.00,41520.00,71340.00,Public,Commercial
1999,"SALMON, PINK",381888302.00,173223.00,52399734.00,90033907.00,Public,Commercial
1999,"SALMON, PINK",,,,,Public,Recreational
1999,"SALMON, SOCKEYE",244225569.00,110780.00,233154833.00,400609679.00,Public,Commercial
1999,"SALMON, SOCKEYE",,,,,Public,Recreational
1999,"SCALLOP, WEATHERVANE",669688.00,304.00,2190959.00,3764534.00,Public,Commercial
1999,SCULPINS **,817.00,0.00,16.00,27.00,Public,Commercial
1999,"SHARKS, CHONDRICHTHYES (CLASS) **",11774.00,5.00,2119.00,3641.00,Public,Commercial
1999,"SHARKS, DOGFISH **",3134.00,1.00,565.00,971.00,Public,Commercial
1999,"SHARKS, SMALL COASTAL",,,,,Public,Recreational
1999,"SHRIMPS, PENAEID **",2646718.00,1201.00,2943204.00,5057052.00,Public,Commercial
1999,"SKATES, RAJIDAE (FAMILY) **",58977.00,27.00,1792.00,3079.00,Public,Commercial
1999,SMELTS,,,,,Public,Recreational
1999,SMELTS **,33220.00,15.00,3322.00,5708.00,Public,Commercial
1999,"SOLE, DOVER",3770687.00,1710.00,490190.00,842251.00,Public,Commercial
1999,"SOLE, FLATHEAD",31559471.00,14315.00,463179.00,795840.00,Public,Commercial
1999,"SOLE, ROCK",37860286.00,17173.00,757206.00,1301041.00,Public,Commercial
1999,"SOLE, YELLOWFIN",125287225.00,56830.00,2507162.00,4307838.00,Public,Commercial
1999,"SQUID, JUMBO",26528.00,12.00,795.00,1366.00,Public,Commercial
1999,"SQUIDS, LOLIGINIDAE **",487920.00,221.00,14638.00,25151.00,Public,Commercial
1999,"TROUT, RAINBOW",,,,,Public,Recreational
1999,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",3119228.00,1415.00,1279966.00,2199254.00,Public,Commercial
1999,"VERTEBRATES, JAWED",661242.00,300.00,43701.00,75088.00,Public,Commercial
2000,"CLAM, PACIFIC GEODUCK",419733.00,190.00,445337.00,748466.00,Public,Commercial
2000,"COD, PACIFIC",529663924.00,240254.00,141941773.00,238557602.00,Public,Commercial
2000,"COD, PACIFIC",,,,,Public,Recreational
2000,"CRAB, DUNGENESS",2778547.00,1260.00,4233864.00,7115738.00,Public,Commercial
2000,"CRAB, KING **",15096884.00,6848.00,61638849.00,103594704.00,Public,Commercial
2000,"CRAB, SNOW",32810551.00,14883.00,60535468.00,101740282.00,Public,Commercial
2000,"CRAB, SOUTHERN TANNER",1686069.00,765.00,4019160.00,6754891.00,Public,Commercial
2000,CRUSTACEANS **,1387511.00,629.00,2879588.00,4839644.00,Public,Commercial
2000,FLATFISHES **,16434663.00,7455.00,1286365.00,2161958.00,Public,Commercial
2000,"FLOUNDER, ARROWTOOTH",34296374.00,15557.00,1190649.00,2001091.00,Public,Commercial
2000,"HALIBUT, GREENLAND",13637908.00,6186.00,2942397.00,4945205.00,Public,Commercial
2000,"HALIBUT, PACIFIC",71726768.00,32535.00,134824754.00,226596225.00,Public,Commercial
2000,"HALIBUT, PACIFIC",,,,,Public,Recreational
2000,"HERRING, PACIFIC",68005105.00,30847.00,9646525.00,16212647.00,Public,Commercial
2000,LINGCOD,49043.00,22.00,30060.00,50521.00,Public,Commercial
2000,LINGCOD,,,,,Public,Recreational
2000,"MACKEREL, ATKA",98308034.00,44592.00,8847723.00,14870123.00,Public,Commercial
2000,"POLLOCK, WALLEYE ",2606800469.00,1182437.00,160524764.00,269789519.00,Public,Commercial
2000,"ROCKFISH, CANARY",9438.00,4.00,3471.00,5834.00,Public,Commercial
2000,"ROCKFISH, PACIFIC OCEAN PERCH",39288670.00,17821.00,2497132.00,4196861.00,Public,Commercial
2000,"ROCKFISH, YELLOWTAIL",4340.00,2.00,1154.00,1939.00,Public,Commercial
2000,ROCKFISHES,,,,,Public,Recreational
2000,ROCKFISHES **,25181918.00,11422.00,6747488.00,11340316.00,Public,Commercial
2000,SABLEFISH,35562568.00,16131.00,80177917.00,134752802.00,Public,Commercial
2000,"SALMON, CHINOOK",5237461.00,2376.00,10282411.00,17281363.00,Public,Commercial
2000,"SALMON, CHINOOK",,,,,Public,Recreational
2000,"SALMON, CHUM",159264495.00,72242.00,37950820.00,63782891.00,Public,Commercial
2000,"SALMON, CHUM",,,,,Public,Recreational
2000,"SALMON, COHO",29090775.00,13195.00,15567757.00,26164297.00,Public,Commercial
2000,"SALMON, COHO",,,,,Public,Recreational
2000,"SALMON, PACIFIC **",15963.00,7.00,16634.00,27956.00,Public,Commercial
2000,"SALMON, PINK",208199547.00,94439.00,27092610.00,45533798.00,Public,Commercial
2000,"SALMON, PINK",,,,,Public,Recreational
2000,"SALMON, SOCKEYE",204924352.00,92953.00,155747023.00,261759703.00,Public,Commercial
2000,"SALMON, SOCKEYE",,,,,Public,Recreational
2000,"SCALLOP, WEATHERVANE",510185.00,231.00,3261954.00,5482276.00,Public,Commercial
2000,SCULPINS **,134109.00,61.00,5151.00,8657.00,Public,Commercial
2000,"SHARKS, SMALL COASTAL",,,,,Public,Recreational
2000,"SHRIMPS, PENAEID **",2470868.00,1121.00,4739663.00,7965820.00,Public,Commercial
2000,"SKATES, RAJIDAE (FAMILY) **",89503.00,41.00,6920.00,11630.00,Public,Commercial
2000,SMELTS,,,,,Public,Recreational
2000,SMELTS **,34308.00,16.00,13908.00,23375.00,Public,Commercial
2000,"SOLE, DOVER",1521354.00,690.00,154005.00,258832.00,Public,Commercial
2000,"SOLE, FLATHEAD",35852611.00,16263.00,1753312.00,2946743.00,Public,Commercial
2000,"SOLE, ROCK",60615047.00,27495.00,7501292.00,12607213.00,Public,Commercial
2000,"SOLE, YELLOWFIN",154258320.00,69971.00,6672378.00,11214081.00,Public,Commercial
2000,"TROUT, RAINBOW",,,,,Public,Recreational
2000,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",2392099.00,1085.00,889328.00,1494669.00,Public,Commercial
2000,"VERTEBRATES, JAWED",8227585.00,3732.00,920159.00,1546486.00,Public,Commercial
2001,"CLAM, PACIFIC LITTLENECK",14228.00,6.00,118664.00,195171.00,Public,Commercial
2001,"COD, PACIFIC",470768496.00,213539.00,117604636.00,193428678.00,Public,Commercial
2001,"COD, PACIFIC",,,,,Public,Recreational
2001,"CRAB, DUNGENESS",4296770.00,1949.00,7537914.00,12397885.00,Public,Commercial
2001,"CRAB, KING **",16051074.00,7281.00,65556283.00,107822834.00,Public,Commercial
2001,"CRAB, SNOW",24792145.00,11246.00,38319216.00,63025026.00,Public,Commercial
2001,"CRAB, SOUTHERN TANNER",2051637.00,931.00,4256448.00,7000737.00,Public,Commercial
2001,CRUSTACEANS **,1610409.00,730.00,2750550.00,4523931.00,Public,Commercial
2001,FLATFISHES **,9922777.00,4501.00,696120.00,1144934.00,Public,Commercial
2001,"FLOUNDER, ARROWTOOTH",26278790.00,11920.00,470786.00,774319.00,Public,Commercial
2001,"HALIBUT, GREENLAND",9679874.00,4391.00,1343006.00,2208891.00,Public,Commercial
2001,"HALIBUT, PACIFIC",74379922.00,33739.00,109053270.00,179363931.00,Public,Commercial
2001,"HALIBUT, PACIFIC",,,,,Public,Recreational
2001,"HERRING, PACIFIC",84754024.00,38444.00,10384864.00,17080368.00,Public,Commercial
2001,LINGCOD,56375.00,26.00,31827.00,52347.00,Public,Commercial
2001,LINGCOD,,,,,Public,Recreational
2001,"MACKEREL, ATKA",125874157.00,57096.00,1709646.00,2811918.00,Public,Commercial
2001,"MUSSEL, SEA",600.00,0.00,7014.00,11536.00,Public,Commercial
2001,"OYSTER, PACIFIC",60869.00,28.00,314151.00,516696.00,Public,Commercial
2001,"POLLOCK, WALLEYE ",3178821103.00,1441904.00,230635897.00,379335357.00,Public,Commercial
2001,"ROCKFISH, CANARY",5832.00,3.00,1773.00,2916.00,Public,Commercial
2001,"ROCKFISH, PACIFIC OCEAN PERCH",38544077.00,17483.00,1504198.00,2474010.00,Public,Commercial
2001,"ROCKFISH, YELLOWTAIL",54759.00,25.00,3215.00,5288.00,Public,Commercial
2001,ROCKFISHES,,,,,Public,Recreational
2001,ROCKFISHES **,23113385.00,10484.00,6466596.00,10635849.00,Public,Commercial
2001,SABLEFISH,31295590.00,14196.00,62199663.00,102302077.00,Public,Commercial
2001,"SALMON, CHINOOK",5426519.00,2461.00,9362043.00,15398097.00,Public,Commercial
2001,"SALMON, CHINOOK",,,,,Public,Recreational
2001,"SALMON, CHUM",101830549.00,46190.00,31475325.00,51768627.00,Public,Commercial
2001,"SALMON, CHUM",,,,,Public,Recreational
2001,"SALMON, COHO",32141386.00,14579.00,13752820.00,22619770.00,Public,Commercial
2001,"SALMON, COHO",,,,,Public,Recreational
2001,"SALMON, PACIFIC **",17177.00,8.00,11278.00,18549.00,Public,Commercial
2001,"SALMON, PINK",378385739.00,171635.00,40770355.00,67056505.00,Public,Commercial
2001,"SALMON, PINK",,,,,Public,Recreational
2001,"SALMON, SOCKEYE",168603774.00,76478.00,93136465.00,153184975.00,Public,Commercial
2001,"SALMON, SOCKEYE",,,,,Public,Recreational
2001,"SCALLOP, WEATHERVANE",266646.00,121.00,1045715.00,1719926.00,Public,Commercial
2001,SCULPINS **,157077.00,71.00,2360.00,3882.00,Public,Commercial
2001,"SHARKS, SMALL COASTAL",,,,,Public,Recreational
2001,"SHRIMPS, PENAEID **",1700432.00,771.00,2677618.00,4403977.00,Public,Commercial
2001,"SKATES, RAJIDAE (FAMILY) **",272921.00,124.00,30377.00,49962.00,Public,Commercial
2001,SMELTS,,,,,Public,Recreational
2001,SMELTS **,75511.00,34.00,1354.00,2227.00,Public,Commercial
2001,"SOLE, DOVER",1314352.00,596.00,139384.00,229250.00,Public,Commercial
2001,"SOLE, FLATHEAD",35470075.00,16089.00,1513602.00,2489477.00,Public,Commercial
2001,"SOLE, ROCK",53341994.00,24196.00,4902828.00,8063862.00,Public,Commercial
2001,"SOLE, YELLOWFIN",121071984.00,54918.00,8780643.00,14441847.00,Public,Commercial
2001,"SQUID, JUMBO",1873638.00,850.00,45766.00,75273.00,Public,Commercial
2001,"TROUT, RAINBOW",,,,,Public,Recreational
2001,"URCHINS, SEA, STRONGYLOCENTROTUS (GENUS) **",2570097.00,1166.00,925032.00,1521434.00,Public,Commercial
2001,"VERTEBRATES, JAWED",9391683.00,4260.00,346140.00,569309.00,Public,Commercial
2002,"CLAM, PACIFIC GEODUCK",283405.00,129.00,208654.00,337628.00,Public,Commercial
2002,"CLAM, PACIFIC LITTLENECK",15069.00,7.00,115038.00,186146.00,Public,Commercial
2002,CLAMS **,360661.00,164.00,902006.00,1459557.00,Public,Commercial
2002,"COD, PACIFIC",510758682.00,231679.00,95157191.00,153976037.00,Public,Commercial
2002,"COD, PACIFIC",,,,,Public,Recreational
2002,"CRAB, DUNGENESS",7849632.00,3561.00,8630818.00,13965725.00,Public,Commercial
